anomaly_label,anomaly_score,anomaly_probability,User ID,Login Timestamp,Country,IP Address,Round-Trip Time [ms],device_type,browser,os,hour,day,day_of_week,month,is_weekend,time_category,is_business_hours,ip_version,is_private_ip,is_typical_country,is_typical_device,is_typical_browser,is_typical_hour,rtt_deviation,login_frequency,risk_score
0,0.11016879148001651,0.2637015923943381,5932501938287412564,2020-02-03 12:44:19.260,NO,84.48.61.135,0.0,desktop,chrome,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.11016879148001651,0.2637015923943381,-9080829243863829585,2020-02-03 12:44:24.849,NO,156.52.48.83,0.0,desktop,chrome,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.11133589617151346,0.2596475329942681,5729679535281970107,2020-02-03 12:44:25.789,US,170.39.79.164,0.0,mobile,chrome,linux,12,3,0,2,0,afternoon,1,4,0,1,1,1,1,0.0,2,5.555555555555555
1,-0.02644171778277138,0.7382323892115495,-4324475583306591935,2020-02-03 12:44:26.828,NO,46.212.51.170,0.0,desktop,chrome,linux,12,3,0,2,0,afternoon,1,4,0,0,0,1,1,0.0,3470,55.55555555555556
0,0.00989045882049433,0.6120287991166868,-4324475583306591935,2020-02-03 12:44:29.221,NO,10.0.67.86,0.0,mobile,safari,macos,12,3,0,2,0,afternoon,1,4,1,0,1,0,1,0.0,3470,44.44444444444444
1,-0.0333025552733639,0.7620642210289799,-8296667206273764769,2020-02-03 12:44:30.475,NO,82.147.58.93,1123.0,mobile,safari,macos,12,3,0,2,0,afternoon,1,4,0,1,1,1,1,0.3242924528301887,2,5.555555555555555
0,0.11016879148001651,0.2637015923943381,-4663943525943860871,2020-02-03 12:44:31.854,NO,81.166.109.168,0.0,desktop,chrome,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.12057652350434678,0.22754925391600733,-4324475583306591935,2020-02-03 12:44:33.042,ID,115.69.219.34,0.0,mobile,chrome,macos,12,3,0,2,0,afternoon,1,4,0,0,1,1,1,0.0,3470,38.88888888888889
1,-0.012929926945302705,0.6912977799554076,-4324475583306591935,2020-02-03 12:44:33.093,NO,46.183.175.255,0.0,desktop,chrome,other,12,3,0,2,0,afternoon,1,4,0,0,0,1,1,0.0,3470,55.55555555555556
1,-0.01705427534246806,0.7056241326044113,1211299018980019605,2020-02-03 12:44:33.239,NO,10.0.77.207,0.0,desktop,chrome,other,12,3,0,2,0,afternoon,1,4,1,0,0,0,0,0.0,1,72.22222222222221
0,0.06215903087243069,0.43046848374891866,6386637550223767974,2020-02-03 12:44:36.492,NO,109.247.53.244,0.0,mobile,safari,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
1,-0.005894683868899797,0.6668601322161234,-6824206179319715465,2020-02-03 12:44:39.645,NO,81.166.116.24,0.0,desktop,chrome,other,12,3,0,2,0,afternoon,1,4,0,1,1,1,1,0.0,2,5.555555555555555
0,0.11126858532685124,0.25988134420633635,9133470655600090013,2020-02-03 12:44:40.204,US,38.135.39.102,0.0,mobile,chrome,linux,12,3,0,2,0,afternoon,1,4,0,1,1,1,1,0.0,3,5.555555555555555
0,0.04439294153664042,0.4921808408313526,-4324475583306591935,2020-02-03 12:44:40.351,BR,92.220.92.118,0.0,mobile,safari,macos,12,3,0,2,0,afternoon,1,4,0,0,1,0,1,0.0,3470,50.0
0,0.014410833048141614,0.5963268096011427,-4324475583306591935,2020-02-03 12:44:40.487,US,23.137.225.84,0.0,mobile,chrome,windows,12,3,0,2,0,afternoon,1,4,0,1,1,1,1,0.0,3470,5.555555555555555
0,0.06215903087243069,0.43046848374891866,7032247427121824919,2020-02-03 12:44:41.712,NO,89.162.71.53,0.0,mobile,safari,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.08635183536527535,0.3464322638769256,-4324475583306591935,2020-02-03 12:44:42.020,US,199.26.84.48,0.0,mobile,chrome,linux,12,3,0,2,0,afternoon,1,4,0,1,1,1,1,0.0,3470,5.555555555555555
0,0.061484955679928066,0.43280995396185573,8933718300941485415,2020-02-03 12:44:43.653,NO,10.0.113.42,0.0,desktop,chrome,macos,12,3,0,2,0,afternoon,1,4,1,0,0,0,0,0.0,1,72.22222222222221
0,0.03763816854891977,0.5156442465786847,-4324475583306591935,2020-02-03 12:44:44.504,NO,79.161.39.219,0.0,desktop,chrome,macos,12,3,0,2,0,afternoon,1,4,0,0,0,1,1,0.0,3470,55.55555555555556
0,0.08850649142546052,0.33894784219791774,-6902636637841323511,2020-02-03 12:44:45.486,PL,176.107.153.76,0.0,mobile,chrome,linux,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.06215903087243069,0.43046848374891866,1808131893419673157,2020-02-03 12:44:45.931,NO,80.203.221.4,0.0,mobile,safari,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.11016879148001651,0.2637015923943381,2053665694442615172,2020-02-03 12:44:46.039,NO,152.93.187.81,0.0,desktop,chrome,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.03763816854891977,0.5156442465786847,-4324475583306591935,2020-02-03 12:44:46.803,NO,156.52.54.27,0.0,desktop,chrome,macos,12,3,0,2,0,afternoon,1,4,0,0,0,1,1,0.0,3470,55.55555555555556
0,0.026244591117450033,0.5552210215012761,-6933726760150666774,2020-02-03 12:44:47.708,NO,79.161.194.240,0.0,desktop,chrome,other,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.05343423669816949,0.4607749627593596,-4324475583306591935,2020-02-03 12:44:49.045,PL,10.0.80.237,0.0,mobile,chrome,linux,12,3,0,2,0,afternoon,1,4,1,0,1,1,1,0.0,3470,33.33333333333333
0,0.07565967469371615,0.38357259481158745,2700661740967503994,2020-02-03 12:44:49.820,NO,141.0.88.74,0.0,mobile,safari,macos,12,3,0,2,0,afternoon,1,4,0,1,1,1,1,0.0,3,5.555555555555555
0,0.1296988016636717,0.1958620729875935,-5377627992963732557,2020-02-03 12:44:50.690,ID,115.69.219.34,0.0,mobile,chrome,macos,12,3,0,2,0,afternoon,1,4,0,1,1,1,1,0.0,12,5.555555555555555
0,0.14139183473887784,0.1552451077751008,3974716234969525862,2020-02-03 12:44:51.871,NO,84.209.221.148,0.0,mobile,chrome,macos,12,3,0,2,0,afternoon,1,4,0,1,1,1,1,0.0,3,5.555555555555555
0,0.061484955679928066,0.43280995396185573,-5325831348226591597,2020-02-03 12:44:55.458,NO,10.0.108.181,0.0,desktop,chrome,macos,12,3,0,2,0,afternoon,1,4,1,0,0,0,0,0.0,1,72.22222222222221
0,0.11016879148001651,0.2637015923943381,8842350825513962051,2020-02-03 12:44:56.760,NO,92.220.43.111,0.0,desktop,chrome,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.11016879148001651,0.2637015923943381,7468171978220268329,2020-02-03 12:44:56.794,NO,158.149.143.223,0.0,desktop,chrome,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.018289078822098848,0.5828553199822235,-7004878831669814705,2020-02-03 12:44:57.260,NO,81.167.44.40,30.0,mobile,firefox,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
1,-0.01705427534246806,0.7056241326044113,1461328825928099664,2020-02-03 12:44:58.433,NO,10.0.77.213,0.0,desktop,chrome,other,12,3,0,2,0,afternoon,1,4,1,0,0,0,0,0.0,1,72.22222222222221
0,0.06215903087243069,0.43046848374891866,-2120778761353587807,2020-02-03 12:45:00.179,NO,156.52.61.165,0.0,mobile,safari,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.061484955679928066,0.43280995396185573,4537402287908478266,2020-02-03 12:45:04.512,NO,10.0.66.212,0.0,desktop,chrome,macos,12,3,0,2,0,afternoon,1,4,1,0,0,0,0,0.0,1,72.22222222222221
0,0.014410833048141614,0.5963268096011427,-4324475583306591935,2020-02-03 12:45:04.595,US,23.137.225.84,0.0,mobile,chrome,windows,12,3,0,2,0,afternoon,1,4,0,1,1,1,1,0.0,3470,5.555555555555555
0,0.08098201073267958,0.3650849076261168,-4324475583306591935,2020-02-03 12:45:05.332,IN,10.0.105.195,0.0,mobile,chrome,macos,12,3,0,2,0,afternoon,1,4,1,0,1,1,1,0.0,3470,33.33333333333333
0,0.08635183536527535,0.3464322638769256,-4324475583306591935,2020-02-03 12:45:06.634,US,199.26.84.153,0.0,mobile,chrome,linux,12,3,0,2,0,afternoon,1,4,0,1,1,1,1,0.0,3470,5.555555555555555
0,0.11016879148001651,0.2637015923943381,-1855733646723088893,2020-02-03 12:45:07.192,NO,158.248.221.20,0.0,desktop,chrome,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.07834013504293524,0.37426173730716883,-4324475583306591935,2020-02-03 12:45:09.598,NO,82.147.51.1,0.0,mobile,chrome,linux,12,3,0,2,0,afternoon,1,4,0,0,1,1,1,0.0,3470,38.88888888888889
0,0.04439294153664042,0.4921808408313526,-4324475583306591935,2020-02-03 12:45:10.595,NO,158.149.66.181,0.0,mobile,safari,macos,12,3,0,2,0,afternoon,1,4,0,0,1,0,1,0.0,3470,50.0
0,0.01782571791941734,0.5844648522177005,5024543460394389650,2020-02-03 12:45:11.594,NO,84.234.159.249,476.0,mobile,safari,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.01907052383136465,0.5801408895557736,-3522288621475838107,2020-02-03 12:45:13.655,US,209.236.117.198,0.0,mobile,chrome,windows,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.08098201073267958,0.3650849076261168,-4324475583306591935,2020-02-03 12:45:14.062,NO,10.0.74.27,0.0,mobile,chrome,macos,12,3,0,2,0,afternoon,1,4,1,0,1,1,1,0.0,3470,33.33333333333333
0,0.11016879148001651,0.2637015923943381,-3462464486015037335,2020-02-03 12:45:14.166,NO,79.161.131.106,0.0,desktop,chrome,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.03763816854891977,0.5156442465786847,-4324475583306591935,2020-02-03 12:45:14.276,NO,80.203.223.105,0.0,desktop,chrome,macos,12,3,0,2,0,afternoon,1,4,0,0,0,1,1,0.0,3470,55.55555555555556
0,0.11762916098174275,0.23778722384897977,-4324475583306591935,2020-02-03 12:45:14.341,US,23.137.225.255,0.0,mobile,chrome,macos,12,3,0,2,0,afternoon,1,4,0,1,1,1,1,0.0,3470,5.555555555555555
0,0.04439294153664042,0.4921808408313526,-4324475583306591935,2020-02-03 12:45:14.577,NO,79.161.201.19,0.0,mobile,safari,macos,12,3,0,2,0,afternoon,1,4,0,0,1,0,1,0.0,3470,50.0
0,0.03763816854891977,0.5156442465786847,-4324475583306591935,2020-02-03 12:45:14.781,NO,46.250.196.206,0.0,desktop,chrome,macos,12,3,0,2,0,afternoon,1,4,0,0,0,1,1,0.0,3470,55.55555555555556
0,0.12687598493651575,0.205667420160625,6266523720835090155,2020-02-03 12:45:14.847,BR,156.52.83.9,0.0,mobile,chrome,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.08131268215710741,0.3639362860788785,-6623218066566818248,2020-02-03 12:45:16.478,BR,170.82.7.240,0.0,desktop,chrome,macos,12,3,0,2,0,afternoon,1,4,0,1,1,1,1,0.0,2,5.555555555555555
1,-0.02644171778277138,0.7382323892115495,-4324475583306591935,2020-02-03 12:45:17.541,NO,78.91.32.1,0.0,desktop,chrome,linux,12,3,0,2,0,afternoon,1,4,0,0,0,1,1,0.0,3470,55.55555555555556
0,0.11016879148001651,0.2637015923943381,6012968830009558513,2020-02-03 12:45:19.044,NO,78.91.110.17,0.0,desktop,chrome,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.11762916098174275,0.23778722384897977,-4324475583306591935,2020-02-03 12:45:19.800,US,65.111.191.14,0.0,mobile,chrome,macos,12,3,0,2,0,afternoon,1,4,0,1,1,1,1,0.0,3470,5.555555555555555
0,0.03763816854891977,0.5156442465786847,-4324475583306591935,2020-02-03 12:45:20.126,NO,158.149.101.124,0.0,desktop,chrome,macos,12,3,0,2,0,afternoon,1,4,0,0,0,1,1,0.0,3470,55.55555555555556
0,0.11016879148001651,0.2637015923943381,7772383794730447911,2020-02-03 12:45:20.249,NO,84.234.164.239,0.0,desktop,chrome,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.06215903087243069,0.43046848374891866,-5119561110035137043,2020-02-03 12:45:20.489,NO,109.247.231.192,0.0,mobile,safari,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.11762916098174275,0.23778722384897977,-4324475583306591935,2020-02-03 12:45:20.769,US,23.137.225.255,0.0,mobile,chrome,macos,12,3,0,2,0,afternoon,1,4,0,1,1,1,1,0.0,3470,5.555555555555555
0,0.061484955679928066,0.43280995396185573,-646286484908980500,2020-02-03 12:45:21.407,NO,10.0.116.246,0.0,desktop,chrome,macos,12,3,0,2,0,afternoon,1,4,1,0,0,0,0,0.0,1,72.22222222222221
0,0.11016879148001651,0.2637015923943381,-4042666480512222492,2020-02-03 12:45:22.376,NO,152.93.111.140,0.0,desktop,chrome,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.07153374711426819,0.3979044329143159,8061175448807217409,2020-02-03 12:45:23.012,NO,10.0.56.220,0.0,mobile,chrome,linux,12,3,0,2,0,afternoon,1,4,1,1,1,1,1,0.0,3,0.0
0,0.061484955679928066,0.43280995396185573,8440999894799235798,2020-02-03 12:45:24.176,NO,10.0.160.77,0.0,desktop,chrome,macos,12,3,0,2,0,afternoon,1,4,1,0,0,0,0,0.0,1,72.22222222222221
1,-0.008303921197800102,0.6752288683812571,8764711203771772726,2020-02-03 12:45:24.571,NO,92.220.155.110,0.0,desktop,chrome,other,12,3,0,2,0,afternoon,1,4,0,1,1,1,1,0.0,3,5.555555555555555
0,0.12057652350434678,0.22754925391600733,-4324475583306591935,2020-02-03 12:45:24.970,IN,113.21.74.160,0.0,mobile,chrome,macos,12,3,0,2,0,afternoon,1,4,0,0,1,1,1,0.0,3470,38.88888888888889
0,0.05754457809650382,0.4464972648760266,-788402486175802559,2020-02-03 12:45:25.189,NO,156.52.54.27,0.0,desktop,chrome,macos,12,3,0,2,0,afternoon,1,4,0,1,1,1,1,0.0,6,5.555555555555555
0,0.12687598493651575,0.205667420160625,-6194631656554022418,2020-02-03 12:45:25.406,US,66.68.233.240,0.0,mobile,chrome,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.03840414888551902,0.5129835342994151,9006020809380285912,2020-02-03 12:45:25.711,NO,51.175.159.252,467.0,mobile,chrome,linux,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.11016879148001651,0.2637015923943381,-3932430406974740396,2020-02-03 12:45:27.003,BR,187.73.163.218,0.0,desktop,chrome,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.06215903087243069,0.43046848374891866,-2589058955263908090,2020-02-03 12:45:27.220,NO,152.93.19.142,0.0,mobile,safari,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.026244591117450033,0.5552210215012761,4143539177090066832,2020-02-03 12:45:27.760,NO,80.203.192.188,0.0,desktop,chrome,other,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.08098201073267958,0.3650849076261168,-4324475583306591935,2020-02-03 12:45:30.207,DK,10.0.1.33,0.0,mobile,chrome,macos,12,3,0,2,0,afternoon,1,4,1,0,1,1,1,0.0,3470,33.33333333333333
0,0.038619433738641296,0.5122357199954786,-4324475583306591935,2020-02-03 12:45:30.262,ID,103.20.90.20,0.0,mobile,opera,macos,12,3,0,2,0,afternoon,1,4,0,0,1,0,1,0.0,3470,50.0
0,0.035721320946734525,0.5223026158721655,7306452618183652251,2020-02-03 12:45:31.196,PL,176.107.143.231,0.0,mobile,firefox,macos,12,3,0,2,0,afternoon,1,4,0,1,1,1,1,0.0,4,5.555555555555555
0,0.029684788267921203,0.5432711392862767,-4324475583306591935,2020-02-03 12:45:31.574,NO,158.149.139.54,0.0,mobile,firefox,macos,12,3,0,2,0,afternoon,1,4,0,0,1,0,1,0.0,3470,50.0
0,0.07954613090972462,0.37007258536919485,4623843153163490379,2020-02-03 12:45:31.639,NO,92.221.154.154,0.0,mobile,safari,macos,12,3,0,2,0,afternoon,1,4,0,1,1,1,1,0.0,2,5.555555555555555
1,-0.030339987251092104,0.7517734332131645,-743197602148197842,2020-02-03 12:45:32.762,NO,80.203.214.75,0.0,desktop,chrome,other,12,3,0,2,0,afternoon,1,4,0,1,0,1,1,0.0,4,22.22222222222222
0,0.12687598493651575,0.205667420160625,468520388944820224,2020-02-03 12:45:33.000,US,66.68.93.191,0.0,mobile,chrome,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.10077282892294753,0.2963394445122436,1546264236839049294,2020-02-03 12:45:35.586,NO,10.0.160.26,0.0,mobile,chrome,macos,12,3,0,2,0,afternoon,1,4,1,1,1,1,1,0.0,2,0.0
0,0.018069214128645816,0.583619042837363,2070019838044638021,2020-02-03 12:45:36.275,NO,37.97.17.9,0.0,desktop,chrome,linux,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.08850649142546052,0.33894784219791774,494498063301351016,2020-02-03 12:45:36.408,AU,37.148.220.204,0.0,mobile,chrome,linux,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.06215903087243069,0.43046848374891866,-5624233190124404205,2020-02-03 12:45:36.619,NO,158.248.40.182,0.0,mobile,safari,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
1,-0.02566082756841015,0.73551988592284,-4324475583306591935,2020-02-03 12:45:37.330,PL,176.97.52.166,0.0,mobile,safari,linux,12,3,0,2,0,afternoon,1,4,0,0,1,0,1,0.0,3470,50.0
0,0.03763816854891977,0.5156442465786847,-4324475583306591935,2020-02-03 12:45:37.664,NO,109.74.191.177,0.0,desktop,chrome,macos,12,3,0,2,0,afternoon,1,4,0,0,0,1,1,0.0,3470,55.55555555555556
0,0.11016879148001651,0.2637015923943381,4591982038228621819,2020-02-03 12:45:38.190,NO,109.247.220.88,0.0,desktop,chrome,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.11016879148001651,0.2637015923943381,-6371055462132919787,2020-02-03 12:45:40.137,NO,109.74.176.207,0.0,desktop,chrome,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
1,-0.012929926945302705,0.6912977799554076,-4324475583306591935,2020-02-03 12:45:40.891,NO,77.106.146.79,0.0,desktop,chrome,other,12,3,0,2,0,afternoon,1,4,0,0,0,1,1,0.0,3470,55.55555555555556
0,0.11104520214387281,0.2606572889003893,-3243978724802435038,2020-02-03 12:45:42.267,US,170.39.78.177,0.0,mobile,chrome,linux,12,3,0,2,0,afternoon,1,4,0,1,1,1,1,0.0,4,5.555555555555555
0,0.11016879148001651,0.2637015923943381,1157723024977671065,2020-02-03 12:45:43.086,NO,109.247.25.17,0.0,desktop,chrome,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.026405615478158784,0.5546616866550298,384960314630332325,2020-02-03 12:45:44.363,US,23.137.225.194,0.0,mobile,firefox,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.07064054768235795,0.4010070539383376,-5006346617080104030,2020-02-03 12:45:44.604,NO,10.0.62.13,0.0,mobile,chrome,macos,12,3,0,2,0,afternoon,1,4,1,0,0,0,0,0.0,1,72.22222222222221
0,0.11016879148001651,0.2637015923943381,-2276797880714445902,2020-02-03 12:45:44.845,NO,37.191.196.113,0.0,desktop,chrome,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.06215903087243069,0.43046848374891866,4951686470319280436,2020-02-03 12:45:46.930,NO,81.166.160.19,0.0,mobile,safari,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.12057652350434678,0.22754925391600733,-4324475583306591935,2020-02-03 12:45:49.936,BR,156.52.83.9,0.0,mobile,chrome,macos,12,3,0,2,0,afternoon,1,4,0,0,1,1,1,0.0,3470,38.88888888888889
0,0.08635183536527535,0.3464322638769256,-4324475583306591935,2020-02-03 12:45:51.693,US,23.137.224.144,0.0,mobile,chrome,linux,12,3,0,2,0,afternoon,1,4,0,1,1,1,1,0.0,3470,5.555555555555555
0,0.12687598493651575,0.205667420160625,5964583212859152975,2020-02-03 12:45:51.790,DE,88.218.208.3,0.0,mobile,chrome,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.11016879148001651,0.2637015923943381,-3039733741736875978,2020-02-03 12:45:52.292,NO,139.164.104.59,0.0,desktop,chrome,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.08131268215710741,0.3639362860788785,5846199633857118460,2020-02-03 12:45:52.976,NO,95.169.60.0,0.0,desktop,chrome,macos,12,3,0,2,0,afternoon,1,4,0,1,1,1,1,0.0,2,5.555555555555555
0,0.026244591117450033,0.5552210215012761,6314025633321143258,2020-02-03 12:45:53.257,NO,92.221.250.22,0.0,desktop,chrome,other,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
1,-0.06846790458467455,0.8842147152999013,-5076624984569379766,2020-02-03 12:45:53.556,NO,10.0.61.93,413.0,mobile,safari,linux,12,3,0,2,0,afternoon,1,4,1,0,0,0,0,0.0,1,72.22222222222221
0,0.12687598493651575,0.205667420160625,-4978871870858398136,2020-02-03 12:45:53.799,NO,37.191.170.240,0.0,mobile,chrome,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
1,-0.037848682749943796,0.7778556671302771,-4324475583306591935,2020-02-03 12:45:54.519,BR,156.52.83.9,0.0,desktop,chrome,windows,12,3,0,2,0,afternoon,1,4,0,0,0,1,1,0.0,3470,55.55555555555556
0,0.11762916098174275,0.23778722384897977,-4324475583306591935,2020-02-03 12:45:54.931,US,209.236.117.212,0.0,mobile,chrome,macos,12,3,0,2,0,afternoon,1,4,0,1,1,1,1,0.0,3470,5.555555555555555
0,0.11016879148001651,0.2637015923943381,-3834378694156817472,2020-02-03 12:45:55.512,NO,139.164.62.62,0.0,desktop,chrome,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.1421793656851006,0.1525095372143438,2928780311232121527,2020-02-03 12:45:56.280,AU,185.82.200.219,0.0,mobile,chrome,macos,12,3,0,2,0,afternoon,1,4,0,1,1,1,1,0.0,2,5.555555555555555
0,0.00989045882049433,0.6120287991166868,-4324475583306591935,2020-02-03 12:45:56.814,NO,10.0.117.53,0.0,mobile,safari,macos,12,3,0,2,0,afternoon,1,4,1,0,1,0,1,0.0,3470,44.44444444444444
0,0.12057652350434678,0.22754925391600733,-4324475583306591935,2020-02-03 12:45:57.017,PL,176.107.142.131,0.0,mobile,chrome,macos,12,3,0,2,0,afternoon,1,4,0,0,1,1,1,0.0,3470,38.88888888888889
0,0.08635183536527535,0.3464322638769256,-4324475583306591935,2020-02-03 12:45:57.359,US,170.39.76.210,0.0,mobile,chrome,linux,12,3,0,2,0,afternoon,1,4,0,1,1,1,1,0.0,3470,5.555555555555555
0,0.11016879148001651,0.2637015923943381,-6470985135933369664,2020-02-03 12:46:00.287,NO,158.248.119.61,0.0,desktop,chrome,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.06215903087243069,0.43046848374891866,8284988368705894903,2020-02-03 12:46:00.915,US,170.39.78.252,0.0,mobile,safari,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.11016879148001651,0.2637015923943381,-9052890347630561957,2020-02-03 12:46:01.370,NO,139.164.54.1,0.0,desktop,chrome,macos,12,3,0,2,0,afternoon,1,4,0,0,0,0,0,0.0,1,77.77777777777779
0,0.03443221732321777,0.5267804512374568,-4324475583306591935,2020-02-03 12:46:02.118,US,199.26.84.170,0.0,mobile,chrome,android,12,3,0,2,0,afternoon,1,4,0,1,1,1,1,0.0,3470,5.555555555555555
